r,c,f
20000000.298023224,1030.3999824523926,51.00000075995922
22499999.403953552,1177.6000175476074,229.49999392032623
20000000.298023224,294.40000438690186,0.0
2500000.037252903,294.40000438690186,178.49999696016312
2500000.037252903,294.40000438690186,178.49999696016312
22499999.403953552,0.0,76.50000303983688
12500000.0,441.6000175476074,153.00000607967377
2500000.037252903,294.40000438690186,178.49999696016312
7500000.298023224,588.8000087738037,127.5
20000000.298023224,883.2000350952148,76.50000303983688
5000000.074505806,441.6000175476074,153.00000607967377
22499999.403953552,1030.3999824523926,51.00000075995922
15000000.596046448,588.8000087738037,127.5
7500000.298023224,441.6000175476074,153.00000607967377
0.0,1324.7999649047852,178.49999696016312
12500000.0,588.8000087738037,127.5
2500000.037252903,1324.7999649047852,178.49999696016312
0.0,294.40000438690186,178.49999696016312
22499999.403953552,1177.6000175476074,229.49999392032623
15000000.596046448,588.8000087738037,127.5
2500000.037252903,294.40000438690186,178.49999696016312
22499999.403953552,1177.6000175476074,229.49999392032623
0.0,588.8000087738037,0.0
7500000.298023224,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,204.00000303983688
15000000.596046448,588.8000087738037,127.5
20000000.298023224,736.0,102.00000151991844
12500000.0,441.6000175476074,153.00000607967377
15000000.596046448,0.0,102.00000151991844
12500000.0,588.8000087738037,127.5
7500000.298023224,736.0,102.00000151991844
17499999.701976776,736.0,102.00000151991844
12500000.0,736.0,102.00000151991844
10000000.149011612,588.8000087738037,127.5
22499999.403953552,1324.7999649047852,229.49999392032623
10000000.149011612,736.0,102.00000151991844
15000000.596046448,883.2000350952148,76.50000303983688
17499999.701976776,736.0,102.00000151991844
7500000.298023224,588.8000087738037,127.5
17499999.701976776,736.0,102.00000151991844
12500000.0,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
10000000.149011612,588.8000087738037,127.5
17499999.701976776,883.2000350952148,76.50000303983688
10000000.149011612,588.8000087738037,127.5
12500000.0,736.0,102.00000151991844
17499999.701976776,736.0,102.00000151991844
7500000.298023224,588.8000087738037,127.5
12500000.0,1324.7999649047852,229.49999392032623
0.0,1177.6000175476074,204.00000303983688
0.0,1324.7999649047852,204.00000303983688
5000000.074505806,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,178.49999696016312
12500000.0,441.6000175476074,153.00000607967377
15000000.596046448,294.40000438690186,178.49999696016312
7500000.298023224,1030.3999824523926,51.00000075995922
15000000.596046448,147.20000219345093,204.00000303983688
7500000.298023224,588.8000087738037,127.5
10000000.149011612,441.6000175476074,153.00000607967377
22499999.403953552,736.0,229.49999392032623
17499999.701976776,736.0,102.00000151991844
0.0,441.6000175476074,153.00000607967377
0.0,441.6000175476074,153.00000607967377
22499999.403953552,883.2000350952148,76.50000303983688
10000000.149011612,736.0,102.00000151991844
22499999.403953552,883.2000350952148,76.50000303983688
10000000.149011612,588.8000087738037,127.5
0.0,294.40000438690186,0.0
0.0,1324.7999649047852,204.00000303983688
22499999.403953552,736.0,229.49999392032623
0.0,1030.3999824523926,229.49999392032623
20000000.298023224,736.0,102.00000151991844
7500000.298023224,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
0.0,1324.7999649047852,127.5
0.0,441.6000175476074,153.00000607967377
12500000.0,1324.7999649047852,229.49999392032623
12500000.0,588.8000087738037,127.5
0.0,441.6000175476074,153.00000607967377
12500000.0,588.8000087738037,127.5
10000000.149011612,736.0,102.00000151991844
15000000.596046448,736.0,102.00000151991844
20000000.298023224,736.0,102.00000151991844
15000000.596046448,294.40000438690186,178.49999696016312
7500000.298023224,588.8000087738037,127.5
12500000.0,441.6000175476074,153.00000607967377
12500000.0,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
12500000.0,736.0,102.00000151991844
5000000.074505806,588.8000087738037,127.5
0.0,588.8000087738037,0.0
7500000.298023224,736.0,0.0
10000000.149011612,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
10000000.149011612,588.8000087738037,127.5
15000000.596046448,736.0,102.00000151991844
22499999.403953552,0.0,51.00000075995922
10000000.149011612,588.8000087738037,127.5
15000000.596046448,736.0,102.00000151991844
5000000.074505806,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
22499999.403953552,1324.7999649047852,229.49999392032623
0.0,1324.7999649047852,178.49999696016312
12500000.0,588.8000087738037,127.5
0.0,441.6000175476074,153.00000607967377
7500000.298023224,588.8000087738037,127.5
7500000.298023224,736.0,102.00000151991844
0.0,1324.7999649047852,204.00000303983688
20000000.298023224,736.0,102.00000151991844
7500000.298023224,736.0,102.00000151991844
17499999.701976776,736.0,102.00000151991844
0.0,294.40000438690186,0.0
22499999.403953552,588.8000087738037,229.49999392032623
10000000.149011612,588.8000087738037,127.5
7500000.298023224,1324.7999649047852,153.00000607967377
0.0,1324.7999649047852,153.00000607967377
0.0,588.8000087738037,127.5
10000000.149011612,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
12500000.0,1177.6000175476074,204.00000303983688
15000000.596046448,588.8000087738037,127.5
10000000.149011612,147.20000219345093,25.50000037997961
10000000.149011612,0.0,127.5
5000000.074505806,1324.7999649047852,153.00000607967377
2500000.037252903,588.8000087738037,127.5
20000000.298023224,736.0,102.00000151991844
22499999.403953552,1030.3999824523926,229.49999392032623
22499999.403953552,0.0,51.00000075995922
2500000.037252903,588.8000087738037,127.5
15000000.596046448,588.8000087738037,229.49999392032623
22499999.403953552,0.0,51.00000075995922
0.0,1324.7999649047852,204.00000303983688
2500000.037252903,1324.7999649047852,178.49999696016312
22499999.403953552,0.0,51.00000075995922
15000000.596046448,736.0,102.00000151991844
22499999.403953552,0.0,76.50000303983688
20000000.298023224,736.0,102.00000151991844
7500000.298023224,588.8000087738037,0.0
12500000.0,441.6000175476074,153.00000607967377
15000000.596046448,588.8000087738037,127.5
0.0,1324.7999649047852,178.49999696016312
10000000.149011612,736.0,102.00000151991844
12500000.0,1324.7999649047852,127.5
2500000.037252903,588.8000087738037,127.5
2500000.037252903,588.8000087738037,127.5
20000000.298023224,736.0,102.00000151991844
10000000.149011612,588.8000087738037,127.5
12500000.0,883.2000350952148,153.00000607967377
12500000.0,588.8000087738037,127.5
17499999.701976776,1030.3999824523926,229.49999392032623
20000000.298023224,736.0,102.00000151991844
20000000.298023224,588.8000087738037,229.49999392032623
7500000.298023224,0.0,102.00000151991844
10000000.149011612,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
15000000.596046448,588.8000087738037,229.49999392032623
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
12500000.0,1030.3999824523926,178.49999696016312
22499999.403953552,588.8000087738037,229.49999392032623
2500000.037252903,1324.7999649047852,153.00000607967377
15000000.596046448,0.0,102.00000151991844
7500000.298023224,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
2500000.037252903,736.0,102.00000151991844
10000000.149011612,736.0,0.0
22499999.403953552,1324.7999649047852,153.00000607967377
12500000.0,441.6000175476074,153.00000607967377
12500000.0,1177.6000175476074,229.49999392032623
10000000.149011612,294.40000438690186,178.49999696016312
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,127.5
12500000.0,0.0,102.00000151991844
20000000.298023224,588.8000087738037,127.5
7500000.298023224,588.8000087738037,127.5
17499999.701976776,588.8000087738037,127.5
0.0,441.6000175476074,0.0
12500000.0,883.2000350952148,153.00000607967377
0.0,736.0,127.5
12500000.0,736.0,127.5
12500000.0,588.8000087738037,127.5
0.0,0.0,102.00000151991844
12500000.0,883.2000350952148,153.00000607967377
10000000.149011612,588.8000087738037,102.00000151991844
12500000.0,0.0,102.00000151991844
12500000.0,736.0,102.00000151991844
12500000.0,1030.3999824523926,178.49999696016312
10000000.149011612,588.8000087738037,127.5
12500000.0,883.2000350952148,76.50000303983688
7500000.298023224,0.0,127.5
0.0,736.0,127.5
2500000.037252903,1324.7999649047852,102.00000151991844
12500000.0,1030.3999824523926,51.00000075995922
12500000.0,588.8000087738037,102.00000151991844
12500000.0,588.8000087738037,127.5
10000000.149011612,294.40000438690186,178.49999696016312
12500000.0,736.0,102.00000151991844
12500000.0,1324.7999649047852,229.49999392032623
17499999.701976776,588.8000087738037,127.5
20000000.298023224,1324.7999649047852,102.00000151991844
10000000.149011612,0.0,102.00000151991844
10000000.149011612,147.20000219345093,204.00000303983688
20000000.298023224,1324.7999649047852,127.5
12500000.0,441.6000175476074,153.00000607967377
12500000.0,736.0,127.5
7500000.298023224,736.0,0.0
12500000.0,883.2000350952148,153.00000607967377
0.0,1324.7999649047852,204.00000303983688
10000000.149011612,588.8000087738037,102.00000151991844
12500000.0,736.0,127.5
12500000.0,883.2000350952148,153.00000607967377
10000000.149011612,736.0,102.00000151991844
12500000.0,883.2000350952148,76.50000303983688
22499999.403953552,1324.7999649047852,127.5
10000000.149011612,294.40000438690186,178.49999696016312
22499999.403953552,1324.7999649047852,153.00000607967377
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,883.2000350952148,76.50000303983688
12500000.0,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
10000000.149011612,736.0,102.00000151991844
12500000.0,736.0,127.5
12500000.0,1030.3999824523926,178.49999696016312
7500000.298023224,588.8000087738037,127.5
10000000.149011612,294.40000438690186,178.49999696016312
0.0,883.2000350952148,229.49999392032623
10000000.149011612,147.20000219345093,204.00000303983688
10000000.149011612,736.0,0.0
12500000.0,294.40000438690186,178.49999696016312
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,588.8000087738037,127.5
20000000.298023224,588.8000087738037,0.0
22499999.403953552,0.0,0.0
5000000.074505806,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
2500000.037252903,736.0,229.49999392032623
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,588.8000087738037,127.5
20000000.298023224,0.0,102.00000151991844
22499999.403953552,1324.7999649047852,178.49999696016312
0.0,736.0,102.00000151991844
12500000.0,294.40000438690186,178.49999696016312
12500000.0,883.2000350952148,76.50000303983688
0.0,0.0,127.5
12500000.0,736.0,102.00000151991844
0.0,736.0,102.00000151991844
22499999.403953552,1324.7999649047852,204.00000303983688
10000000.149011612,736.0,102.00000151991844
15000000.596046448,736.0,102.00000151991844
22499999.403953552,588.8000087738037,0.0
10000000.149011612,441.6000175476074,153.00000607967377
12500000.0,588.8000087738037,127.5
22499999.403953552,1177.6000175476074,229.49999392032623
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,102.00000151991844
12500000.0,736.0,102.00000151991844
15000000.596046448,1324.7999649047852,153.00000607967377
20000000.298023224,1324.7999649047852,102.00000151991844
12500000.0,147.20000219345093,204.00000303983688
15000000.596046448,588.8000087738037,0.0
12500000.0,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
20000000.298023224,736.0,102.00000151991844
0.0,1324.7999649047852,153.00000607967377
10000000.149011612,588.8000087738037,127.5
10000000.149011612,441.6000175476074,76.50000303983688
12500000.0,588.8000087738037,127.5
22499999.403953552,588.8000087738037,0.0
20000000.298023224,0.0,102.00000151991844
22499999.403953552,588.8000087738037,127.5
0.0,1324.7999649047852,153.00000607967377
12500000.0,441.6000175476074,153.00000607967377
0.0,0.0,76.50000303983688
12500000.0,147.20000219345093,204.00000303983688
20000000.298023224,736.0,102.00000151991844
10000000.149011612,736.0,102.00000151991844
12500000.0,883.2000350952148,76.50000303983688
10000000.149011612,588.8000087738037,102.00000151991844
10000000.149011612,588.8000087738037,0.0
12500000.0,736.0,102.00000151991844
10000000.149011612,736.0,127.5
20000000.298023224,1324.7999649047852,127.5
2500000.037252903,1324.7999649047852,153.00000607967377
10000000.149011612,883.2000350952148,76.50000303983688
5000000.074505806,588.8000087738037,127.5
10000000.149011612,736.0,102.00000151991844
5000000.074505806,736.0,102.00000151991844
15000000.596046448,736.0,0.0
12500000.0,588.8000087738037,127.5
0.0,588.8000087738037,127.5
5000000.074505806,588.8000087738037,0.0
0.0,736.0,229.49999392032623
10000000.149011612,736.0,102.00000151991844
12500000.0,441.6000175476074,153.00000607967377
0.0,1030.3999824523926,229.49999392032623
5000000.074505806,736.0,102.00000151991844
12500000.0,588.8000087738037,102.00000151991844
17499999.701976776,588.8000087738037,127.5
22499999.403953552,588.8000087738037,0.0
10000000.149011612,736.0,102.00000151991844
12500000.0,441.6000175476074,153.00000607967377
22499999.403953552,883.2000350952148,229.49999392032623
12500000.0,736.0,127.5
20000000.298023224,736.0,102.00000151991844
12500000.0,294.40000438690186,178.49999696016312
12500000.0,883.2000350952148,153.00000607967377
12500000.0,294.40000438690186,51.00000075995922
10000000.149011612,0.0,229.49999392032623
5000000.074505806,588.8000087738037,0.0
20000000.298023224,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
2500000.037252903,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
15000000.596046448,0.0,102.00000151991844
10000000.149011612,0.0,229.49999392032623
15000000.596046448,736.0,102.00000151991844
5000000.074505806,588.8000087738037,127.5
2500000.037252903,588.8000087738037,0.0
10000000.149011612,294.40000438690186,178.49999696016312
10000000.149011612,588.8000087738037,127.5
17499999.701976776,588.8000087738037,127.5
12500000.0,0.0,229.49999392032623
12500000.0,1177.6000175476074,204.00000303983688
0.0,441.6000175476074,0.0
12500000.0,736.0,102.00000151991844
22499999.403953552,736.0,229.49999392032623
12500000.0,883.2000350952148,153.00000607967377
12500000.0,1324.7999649047852,229.49999392032623
22499999.403953552,294.40000438690186,0.0
22499999.403953552,588.8000087738037,127.5
15000000.596046448,588.8000087738037,127.5
10000000.149011612,294.40000438690186,178.49999696016312
12500000.0,441.6000175476074,153.00000607967377
15000000.596046448,736.0,102.00000151991844
2500000.037252903,1324.7999649047852,153.00000607967377
10000000.149011612,147.20000219345093,204.00000303983688
10000000.149011612,883.2000350952148,76.50000303983688
12500000.0,736.0,102.00000151991844
0.0,736.0,102.00000151991844
10000000.149011612,1030.3999824523926,51.00000075995922
15000000.596046448,588.8000087738037,127.5
20000000.298023224,0.0,102.00000151991844
0.0,736.0,102.00000151991844
12500000.0,588.8000087738037,0.0
10000000.149011612,441.6000175476074,153.00000607967377
0.0,588.8000087738037,0.0
22499999.403953552,1324.7999649047852,153.00000607967377
10000000.149011612,147.20000219345093,204.00000303983688
22499999.403953552,588.8000087738037,127.5
15000000.596046448,588.8000087738037,127.5
17499999.701976776,1324.7999649047852,153.00000607967377
10000000.149011612,0.0,229.49999392032623
0.0,736.0,102.00000151991844
10000000.149011612,588.8000087738037,127.5
12500000.0,1030.3999824523926,51.00000075995922
22499999.403953552,588.8000087738037,127.5
22499999.403953552,588.8000087738037,127.5
2500000.037252903,0.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
15000000.596046448,736.0,102.00000151991844
10000000.149011612,147.20000219345093,204.00000303983688
10000000.149011612,294.40000438690186,178.49999696016312
17499999.701976776,883.2000350952148,0.0
0.0,0.0,0.0
15000000.596046448,736.0,102.00000151991844
12500000.0,1324.7999649047852,229.49999392032623
5000000.074505806,588.8000087738037,0.0
12500000.0,294.40000438690186,178.49999696016312
17499999.701976776,588.8000087738037,229.49999392032623
12500000.0,883.2000350952148,153.00000607967377
22499999.403953552,1324.7999649047852,102.00000151991844
12500000.0,736.0,102.00000151991844
7500000.298023224,588.8000087738037,0.0
10000000.149011612,147.20000219345093,204.00000303983688
15000000.596046448,588.8000087738037,127.5
22499999.403953552,588.8000087738037,127.5
22499999.403953552,588.8000087738037,127.5
12500000.0,1177.6000175476074,204.00000303983688
0.0,0.0,0.0
12500000.0,1177.6000175476074,204.00000303983688
22499999.403953552,588.8000087738037,127.5
0.0,588.8000087738037,127.5
0.0,1177.6000175476074,204.00000303983688
5000000.074505806,736.0,229.49999392032623
22499999.403953552,1324.7999649047852,102.00000151991844
10000000.149011612,588.8000087738037,127.5
17499999.701976776,588.8000087738037,0.0
0.0,588.8000087738037,0.0
10000000.149011612,147.20000219345093,204.00000303983688
0.0,0.0,127.5
12500000.0,588.8000087738037,127.5
12500000.0,736.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
20000000.298023224,0.0,76.50000303983688
12500000.0,883.2000350952148,153.00000607967377
10000000.149011612,0.0,229.49999392032623
2500000.037252903,0.0,76.50000303983688
12500000.0,883.2000350952148,76.50000303983688
17499999.701976776,588.8000087738037,127.5
12500000.0,588.8000087738037,102.00000151991844
10000000.149011612,294.40000438690186,178.49999696016312
0.0,588.8000087738037,229.49999392032623
22499999.403953552,588.8000087738037,127.5
20000000.298023224,588.8000087738037,127.5
10000000.149011612,294.40000438690186,178.49999696016312
10000000.149011612,147.20000219345093,204.00000303983688
12500000.0,1324.7999649047852,229.49999392032623
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,588.8000087738037,102.00000151991844
10000000.149011612,588.8000087738037,127.5
17499999.701976776,588.8000087738037,127.5
0.0,441.6000175476074,0.0
20000000.298023224,588.8000087738037,127.5
12500000.0,0.0,153.00000607967377
10000000.149011612,0.0,229.49999392032623
2500000.037252903,588.8000087738037,127.5
12500000.0,294.40000438690186,51.00000075995922
22499999.403953552,294.40000438690186,0.0
20000000.298023224,1324.7999649047852,153.00000607967377
22499999.403953552,588.8000087738037,127.5
10000000.149011612,736.0,102.00000151991844
0.0,588.8000087738037,0.0
12500000.0,0.0,127.5
12500000.0,441.6000175476074,153.00000607967377
12500000.0,0.0,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
22499999.403953552,1324.7999649047852,153.00000607967377
7500000.298023224,736.0,102.00000151991844
10000000.149011612,0.0,229.49999392032623
10000000.149011612,736.0,102.00000151991844
20000000.298023224,588.8000087738037,0.0
12500000.0,1324.7999649047852,0.0
10000000.149011612,294.40000438690186,178.49999696016312
22499999.403953552,736.0,102.00000151991844
0.0,736.0,229.49999392032623
12500000.0,441.6000175476074,153.00000607967377
0.0,0.0,25.50000037997961
0.0,736.0,0.0
2500000.037252903,588.8000087738037,127.5
12500000.0,294.40000438690186,178.49999696016312
17499999.701976776,0.0,102.00000151991844
5000000.074505806,588.8000087738037,127.5
22499999.403953552,0.0,76.50000303983688
7500000.298023224,588.8000087738037,127.5
5000000.074505806,588.8000087738037,0.0
12500000.0,147.20000219345093,25.50000037997961
0.0,1324.7999649047852,153.00000607967377
12500000.0,736.0,102.00000151991844
12500000.0,736.0,102.00000151991844
5000000.074505806,0.0,102.00000151991844
12500000.0,0.0,0.0
12500000.0,588.8000087738037,102.00000151991844
10000000.149011612,147.20000219345093,204.00000303983688
12500000.0,294.40000438690186,178.49999696016312
10000000.149011612,736.0,102.00000151991844
22499999.403953552,588.8000087738037,127.5
22499999.403953552,883.2000350952148,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
2500000.037252903,588.8000087738037,127.5
5000000.074505806,588.8000087738037,127.5
2500000.037252903,588.8000087738037,229.49999392032623
0.0,1324.7999649047852,102.00000151991844
12500000.0,147.20000219345093,25.50000037997961
12500000.0,588.8000087738037,102.00000151991844
12500000.0,883.2000350952148,76.50000303983688
0.0,1030.3999824523926,229.49999392032623
12500000.0,441.6000175476074,76.50000303983688
12500000.0,441.6000175476074,153.00000607967377
10000000.149011612,1177.6000175476074,229.49999392032623
10000000.149011612,736.0,127.5
0.0,0.0,25.50000037997961
0.0,588.8000087738037,0.0
7500000.298023224,736.0,102.00000151991844
12500000.0,441.6000175476074,76.50000303983688
0.0,736.0,102.00000151991844
12500000.0,0.0,0.0
12500000.0,441.6000175476074,153.00000607967377
0.0,1324.7999649047852,127.5
12500000.0,294.40000438690186,51.00000075995922
12500000.0,588.8000087738037,127.5
12500000.0,147.20000219345093,204.00000303983688
0.0,0.0,25.50000037997961
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,127.5
10000000.149011612,588.8000087738037,127.5
12500000.0,883.2000350952148,76.50000303983688
0.0,0.0,76.50000303983688
7500000.298023224,588.8000087738037,127.5
12500000.0,147.20000219345093,25.50000037997961
12500000.0,588.8000087738037,127.5
12500000.0,147.20000219345093,25.50000037997961
10000000.149011612,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
2500000.037252903,588.8000087738037,0.0
2500000.037252903,1324.7999649047852,127.5
12500000.0,1030.3999824523926,51.00000075995922
10000000.149011612,588.8000087738037,127.5
20000000.298023224,588.8000087738037,127.5
10000000.149011612,441.6000175476074,153.00000607967377
22499999.403953552,883.2000350952148,0.0
0.0,736.0,102.00000151991844
15000000.596046448,588.8000087738037,127.5
12500000.0,294.40000438690186,51.00000075995922
22499999.403953552,736.0,229.49999392032623
17499999.701976776,588.8000087738037,127.5
2500000.037252903,0.0,76.50000303983688
2500000.037252903,736.0,0.0
12500000.0,736.0,102.00000151991844
5000000.074505806,588.8000087738037,127.5
17499999.701976776,736.0,0.0
10000000.149011612,883.2000350952148,76.50000303983688
20000000.298023224,588.8000087738037,127.5
17499999.701976776,588.8000087738037,127.5
22499999.403953552,588.8000087738037,127.5
2500000.037252903,588.8000087738037,127.5
12500000.0,294.40000438690186,178.49999696016312
12500000.0,588.8000087738037,127.5
2500000.037252903,588.8000087738037,102.00000151991844
10000000.149011612,736.0,127.5
0.0,588.8000087738037,229.49999392032623
10000000.149011612,588.8000087738037,127.5
12500000.0,588.8000087738037,127.5
17499999.701976776,736.0,102.00000151991844
12500000.0,588.8000087738037,102.00000151991844
7500000.298023224,588.8000087738037,127.5
12500000.0,441.6000175476074,153.00000607967377
12500000.0,588.8000087738037,102.00000151991844
0.0,736.0,102.00000151991844
7500000.298023224,588.8000087738037,127.5
12500000.0,883.2000350952148,153.00000607967377
5000000.074505806,736.0,0.0
7500000.298023224,588.8000087738037,127.5
15000000.596046448,588.8000087738037,127.5
22499999.403953552,0.0,76.50000303983688
7500000.298023224,588.8000087738037,127.5
22499999.403953552,0.0,102.00000151991844
22499999.403953552,1324.7999649047852,178.49999696016312
12500000.0,147.20000219345093,25.50000037997961
12500000.0,588.8000087738037,127.5
20000000.298023224,588.8000087738037,127.5
12500000.0,736.0,0.0
15000000.596046448,736.0,0.0
22499999.403953552,588.8000087738037,0.0
7500000.298023224,588.8000087738037,127.5
17499999.701976776,1324.7999649047852,153.00000607967377
12500000.0,0.0,0.0
12500000.0,588.8000087738037,102.00000151991844
5000000.074505806,736.0,229.49999392032623
22499999.403953552,0.0,102.00000151991844
22499999.403953552,588.8000087738037,0.0
0.0,1324.7999649047852,127.5
10000000.149011612,736.0,102.00000151991844
12500000.0,588.8000087738037,102.00000151991844
12500000.0,588.8000087738037,127.5
0.0,1324.7999649047852,127.5
10000000.149011612,736.0,102.00000151991844
5000000.074505806,588.8000087738037,102.00000151991844
10000000.149011612,441.6000175476074,153.00000607967377
7500000.298023224,588.8000087738037,127.5
10000000.149011612,1177.6000175476074,229.49999392032623
10000000.149011612,1324.7999649047852,127.5
10000000.149011612,294.40000438690186,178.49999696016312
10000000.149011612,588.8000087738037,102.00000151991844
10000000.149011612,883.2000350952148,153.00000607967377
2500000.037252903,588.8000087738037,102.00000151991844
12500000.0,294.40000438690186,51.00000075995922
20000000.298023224,736.0,127.5
22499999.403953552,736.0,0.0
10000000.149011612,441.6000175476074,153.00000607967377
10000000.149011612,736.0,102.00000151991844
12500000.0,0.0,0.0
22499999.403953552,1030.3999824523926,0.0
17499999.701976776,588.8000087738037,127.5
20000000.298023224,736.0,127.5
10000000.149011612,736.0,102.00000151991844
0.0,1324.7999649047852,127.5
22499999.403953552,441.6000175476074,0.0
10000000.149011612,883.2000350952148,153.00000607967377
10000000.149011612,736.0,127.5
0.0,588.8000087738037,102.00000151991844
22499999.403953552,736.0,127.5
12500000.0,588.8000087738037,102.00000151991844
10000000.149011612,588.8000087738037,127.5
7500000.298023224,588.8000087738037,229.49999392032623
22499999.403953552,736.0,127.5
22499999.403953552,736.0,0.0
12500000.0,294.40000438690186,51.00000075995922
12500000.0,588.8000087738037,127.5
12500000.0,441.6000175476074,76.50000303983688
22499999.403953552,736.0,127.5
12500000.0,588.8000087738037,127.5
12500000.0,0.0,0.0
0.0,588.8000087738037,102.00000151991844
12500000.0,736.0,102.00000151991844
12500000.0,294.40000438690186,51.00000075995922
7500000.298023224,1324.7999649047852,127.5
0.0,588.8000087738037,102.00000151991844
17499999.701976776,736.0,0.0
22499999.403953552,883.2000350952148,0.0
0.0,588.8000087738037,102.00000151991844
5000000.074505806,588.8000087738037,127.5
0.0,588.8000087738037,102.00000151991844
12500000.0,1324.7999649047852,127.5
20000000.298023224,736.0,127.5
22499999.403953552,1030.3999824523926,0.0
0.0,1324.7999649047852,76.50000303983688
12500000.0,0.0,0.0
12500000.0,736.0,102.00000151991844
12500000.0,441.6000175476074,153.00000607967377
20000000.298023224,736.0,127.5
5000000.074505806,1324.7999649047852,102.00000151991844
5000000.074505806,1324.7999649047852,102.00000151991844
2500000.037252903,1324.7999649047852,102.00000151991844
0.0,588.8000087738037,229.49999392032623
10000000.149011612,1177.6000175476074,25.50000037997961
0.0,588.8000087738037,102.00000151991844
5000000.074505806,0.0,102.00000151991844
12500000.0,883.2000350952148,76.50000303983688
2500000.037252903,588.8000087738037,102.00000151991844
10000000.149011612,736.0,102.00000151991844
22499999.403953552,0.0,102.00000151991844
0.0,588.8000087738037,229.49999392032623
12500000.0,588.8000087738037,127.5
12500000.0,294.40000438690186,51.00000075995922
22499999.403953552,736.0,127.5
0.0,588.8000087738037,102.00000151991844
5000000.074505806,1324.7999649047852,102.00000151991844
10000000.149011612,1324.7999649047852,127.5
10000000.149011612,588.8000087738037,127.5
22499999.403953552,736.0,127.5
10000000.149011612,1030.3999824523926,178.49999696016312
22499999.403953552,736.0,127.5
10000000.149011612,147.20000219345093,204.00000303983688
0.0,1324.7999649047852,102.00000151991844
10000000.149011612,0.0,229.49999392032623
10000000.149011612,1030.3999824523926,178.49999696016312
12500000.0,736.0,102.00000151991844
2500000.037252903,441.6000175476074,229.49999392032623
22499999.403953552,588.8000087738037,0.0
5000000.074505806,1324.7999649047852,102.00000151991844
10000000.149011612,1030.3999824523926,178.49999696016312
0.0,588.8000087738037,102.00000151991844
20000000.298023224,736.0,127.5
10000000.149011612,294.40000438690186,178.49999696016312
10000000.149011612,736.0,127.5
10000000.149011612,736.0,102.00000151991844
0.0,588.8000087738037,102.00000151991844
0.0,1324.7999649047852,76.50000303983688
0.0,1324.7999649047852,102.00000151991844
2500000.037252903,588.8000087738037,229.49999392032623
10000000.149011612,147.20000219345093,204.00000303983688
10000000.149011612,883.2000350952148,153.00000607967377
10000000.149011612,736.0,127.5
10000000.149011612,588.8000087738037,127.5
12500000.0,883.2000350952148,76.50000303983688
22499999.403953552,883.2000350952148,0.0
2500000.037252903,588.8000087738037,102.00000151991844
0.0,294.40000438690186,229.49999392032623
0.0,588.8000087738037,229.49999392032623
7500000.298023224,1324.7999649047852,229.49999392032623
0.0,736.0,229.49999392032623
7500000.298023224,588.8000087738037,102.00000151991844
12500000.0,1324.7999649047852,0.0
17499999.701976776,736.0,0.0
10000000.149011612,1030.3999824523926,178.49999696016312
15000000.596046448,147.20000219345093,25.50000037997961
20000000.298023224,736.0,127.5
10000000.149011612,736.0,102.00000151991844
7500000.298023224,1324.7999649047852,229.49999392032623
10000000.149011612,883.2000350952148,153.00000607967377
20000000.298023224,736.0,0.0
0.0,441.6000175476074,229.49999392032623
2500000.037252903,588.8000087738037,102.00000151991844
22499999.403953552,736.0,0.0
22499999.403953552,736.0,0.0
12500000.0,147.20000219345093,204.00000303983688
10000000.149011612,588.8000087738037,127.5
0.0,441.6000175476074,229.49999392032623
17499999.701976776,0.0,127.5
12500000.0,0.0,229.49999392032623
